epoch,loss,lr,train_accuracy,acc_train_max_diff,validation_accuracy,validation_loss,acc_val_max_diff,test_random,test_accuarcy,acc_test_max_dif
1,0.0027060228263887593,0.001,0.5149190181538683,0.004937984881914215,0.5108027379408672,0.0027094650134123445,0.0006967427277477789,0.5072657988882804,0.4935732348245604,0.0
1,0.0027060228263887593,0.001,0.5149190181538683,0.004937984881914215,0.5108027379408672,0.0027094650134123445,0.0006967427277477789,0.5072657988882804,0.4935732348245604,0.0
2,0.002704936841777924,0.001,0.51891143146265,0.008692622882832124,0.5169960066319585,0.0027080471175562927,0.007444825072416061,0.5072657988882804,0.5013459499143487,0.0
2,0.002704936841777924,0.001,0.51891143146265,0.008692622882832124,0.5169960066319585,0.0027080471175562927,0.007444825072416061,0.5072657988882804,0.5013459499143487,0.0
3,0.0027039117117945307,0.001,0.5211979451789673,0.011391096144169222,0.5190668808505422,0.0027064167307397843,0.008554452379569977,0.5072657988882804,0.50100800578001,0.0
3,0.0027039117117945307,0.001,0.5211979451789673,0.011391096144169222,0.5190668808505422,0.0027064167307397843,0.008554452379569977,0.5072657988882804,0.50100800578001,0.0
4,0.002703023337330673,0.001,0.5219057414442362,0.01183623363912345,0.5211571090337855,0.002705494079047689,0.01125755611036916,0.5072657988882804,0.5038630510528708,0.0
4,0.002703023337330673,0.001,0.5219057414442362,0.01183623363912345,0.5211571090337855,0.002705494079047689,0.01125755611036916,0.5072657988882804,0.5038630510528708,0.0
5,0.0027019716441032448,0.001,0.5239074777569493,0.013973446580735738,0.5235634519731367,0.0027038103369473173,0.013347784293612497,0.5072657988882804,0.506088821041101,0.0
5,0.0027019716441032448,0.001,0.5239074777569493,0.013973446580735738,0.5235634519731367,0.0027038103369473173,0.013347784293612497,0.5072657988882804,0.506088821041101,0.0
6,0.0027005893972856417,0.001,0.5252843626792301,0.015740172414746456,0.5274471475481752,0.0027030849338813695,0.01632184352964705,0.5072657988882804,0.508827333853845,0.0015615349655646593
6,0.0027005893972856417,0.001,0.5252843626792301,0.015740172414746456,0.5274471475481752,0.0027030849338813695,0.01632184352964705,0.5072657988882804,0.508827333853845,0.0015615349655646593
7,0.002699173478720073,0.001,0.528046427011275,0.017617491415205522,0.5262923609901489,0.002702251680504541,0.017231479868651145,0.5072657988882804,0.5114027012224255,0.004136902334145098
7,0.002699173478720073,0.001,0.528046427011275,0.017617491415205522,0.5262923609901489,0.002702251680504541,0.017231479868651145,0.5072657988882804,0.5114027012224255,0.004136902334145098
8,0.002698735373556078,0.001,0.528690632205836,0.0192045033537378,0.530576038501487,0.0026991834746294473,0.01931525673034118,0.5072657988882804,0.5118688310628926,0.0046030321746122205
8,0.002698735373556078,0.001,0.528690632205836,0.0192045033537378,0.530576038501487,0.0026991834746294473,0.01931525673034118,0.5072657988882804,0.5118688310628926,0.0046030321746122205
9,0.002698277624630208,0.001,0.5295864368540668,0.019901240302361733,0.5309050559007013,0.0026978761330903028,0.020108769281387273,0.5072657988882804,0.5125913323156165,0.005325533427336104
9,0.002698277624630208,0.001,0.5295864368540668,0.019901240302361733,0.5309050559007013,0.0026978761330903028,0.020108769281387273,0.5072657988882804,0.5125913323156165,0.005325533427336104
10,0.002696808478556217,0.001,0.5321162555365704,0.02189468212759127,0.5299051010599521,0.002698043890670069,0.020360370821962848,0.5072657988882804,0.5138032699008309,0.006537471012550533
11,0.0026953873636223653,0.001,0.5332968375884054,0.023066969691942774,0.530369596211784,0.0026988672305117223,0.020844219938454422,0.5072657988882804,0.5146306503676599,0.007364851479379486
12,0.0026943131637854846,0.001,0.5354036374092445,0.02455721260983279,0.531982426600089,0.0026987376008781308,0.023895695033127495,0.5072657988882804,0.5158192814608509,0.008553482572570492
13,0.002693807925570894,0.001,0.535342811167698,0.024759045138600944,0.534298451037695,0.0026956701479102898,0.025598843923177572,0.5072657988882804,0.516320371039353,0.009054572151072637
13,0.002693807925570894,0.001,0.535342811167698,0.024759045138600944,0.534298451037695,0.0026956701479102898,0.025598843923177572,0.5072657988882804,0.516320371039353,0.009054572151072637
14,0.002692773979625376,0.001,0.5361418467952865,0.0266584827723495,0.5352984058784442,0.002695463964759112,0.025598843923177572,0.5072657988882804,0.5152366191602671,0.009054572151072637
14,0.002692773979625376,0.001,0.5361418467952865,0.0266584827723495,0.5352984058784442,0.002695463964759112,0.025598843923177572,0.5072657988882804,0.5152366191602671,0.009054572151072637
15,0.0026918170589795643,0.001,0.5375242613758896,0.02743816459580961,0.5373628287754747,0.002694981814567453,0.027501983781377692,0.5072657988882804,0.5174623891484973,0.010196590260216909
15,0.0026918170589795643,0.001,0.5375242613758896,0.02743816459580961,0.5373628287754747,0.002694981814567453,0.027501983781377692,0.5072657988882804,0.5174623891484973,0.010196590260216909
16,0.0026908347846972018,0.001,0.5385831909446316,0.029304424279623764,0.5381047307540949,0.002692306813928124,0.027501983781377692,0.5072657988882804,0.5184296085674664,0.011163809679186065
16,0.0026908347846972018,0.001,0.5385831909446316,0.029304424279623764,0.5381047307540949,0.002692306813928124,0.027501983781377692,0.5072657988882804,0.5184296085674664,0.011163809679186065
17,0.0026901963919348927,0.001,0.5397941861172398,0.029517316125036608,0.5361241750372564,0.0026929667590529756,0.027501983781377692,0.5072657988882804,0.5177653735448009,0.011163809679186065
18,0.00268916257156443,0.001,0.5398135399213683,0.030501595306426044,0.5393433844923132,0.0026921185694267066,0.027676169463314526,0.5072657988882804,0.5193735214944123,0.01210772260613191
18,0.00268916257156443,0.001,0.5398135399213683,0.030501595306426044,0.5393433844923132,0.0026921185694267066,0.027676169463314526,0.5072657988882804,0.5193735214944123,0.01210772260613191
19,0.002688580485700933,0.001,0.5411074799688127,0.030852728609899183,0.539014367093099,0.0026916336321708163,0.029547052713748467,0.5072657988882804,0.5205388460955799,0.013273047207299493
19,0.002688580485700933,0.001,0.5411074799688127,0.030852728609899183,0.539014367093099,0.0026916336321708163,0.029547052713748467,0.5072657988882804,0.5205388460955799,0.013273047207299493
