epoch,loss,lr,train_accuracy,acc_train_max_diff,validation_accuracy,validation_loss,acc_val_max_diff,test_random,test_accuarcy,acc_test_max_dif
1,0.002706606288963554,0.001,0.5164424390216928,0.006461405749738747,0.5101059952131194,0.002710100367540415,0.0,0.5072657988882804,0.49273420111171967,0.0
1,0.002706606288963554,0.001,0.5164424390216928,0.006461405749738747,0.5101059952131194,0.002710100367540415,0.0,0.5072657988882804,0.49273420111171967,0.0
2,0.0027059664428595006,0.001,0.5173382436699236,0.007119435090105819,0.5093382879482862,0.0027097049589550307,0.0,0.5072657988882804,0.4925594024215445,0.0
2,0.0027059664428595006,0.001,0.5173382436699236,0.007119435090105819,0.5093382879482862,0.0027097049589550307,0.0,0.5072657988882804,0.4925594024215445,0.0
3,0.0027050074873045307,0.001,0.5173410084990848,0.007534159464286705,0.5123704090782997,0.0027092148086431548,0.0018579806073274474,0.5072657988882804,0.4961486021931409,0.0
3,0.0027050074873045307,0.001,0.5173410084990848,0.007534159464286705,0.5123704090782997,0.0027092148086431548,0.0018579806073274474,0.5072657988882804,0.4961486021931409,0.0
4,0.0027044620037680036,0.001,0.5189003721460052,0.00883086434089242,0.5122671879334482,0.002708664790668852,0.0023676350100317878,0.5072657988882804,0.4956824723526738,0.0
4,0.0027044620037680036,0.001,0.5189003721460052,0.00883086434089242,0.5122671879334482,0.002708664790668852,0.0023676350100317878,0.5072657988882804,0.4956824723526738,0.0
5,0.0027045587878576525,0.001,0.5191906792079317,0.009256648031718107,0.5146154689788203,0.002707254330444843,0.004399801299296069,0.5072657988882804,0.4976751774206705,0.0
5,0.0027045587878576525,0.001,0.5191906792079317,0.009256648031718107,0.5146154689788203,0.002707254330444843,0.004399801299296069,0.5072657988882804,0.4976751774206705,0.0
6,0.002704429592549691,0.001,0.5185547685008544,0.009256648031718107,0.5155057513531647,0.0027077708025173117,0.004399801299296069,0.5072657988882804,0.4992250591402235,0.0
7,0.0027040116410284357,0.001,0.5209214622628467,0.010492526666777247,0.5150928667737587,0.002707891681046077,0.006031985652260929,0.5072657988882804,0.5010779252560801,0.0
8,0.0027036366366703576,0.001,0.5213444811245114,0.011858352272413164,0.5166540865896379,0.0027063604280432095,0.006031985652260929,0.5072657988882804,0.5007865941057882,0.0
8,0.0027036366366703576,0.001,0.5213444811245114,0.011858352272413164,0.5166540865896379,0.0027063604280432095,0.006031985652260929,0.5072657988882804,0.5007865941057882,0.0
9,0.0027033990092800208,0.001,0.5208634008504615,0.011858352272413164,0.5165186088370203,0.002705734367974531,0.006031985652260929,0.5072657988882804,0.5025345810075397,0.0
9,0.0027033990092800208,0.001,0.5208634008504615,0.011858352272413164,0.5165186088370203,0.002705734367974531,0.006031985652260929,0.5072657988882804,0.5025345810075397,0.0
10,0.0027027113322637703,0.001,0.5227904867758221,0.01256891336684296,0.5153896275652068,0.0027062954772955074,0.006031985652260929,0.5072657988882804,0.5015090953585121,0.0
11,0.002702147118598052,0.001,0.522749014338404,0.01256891336684296,0.515163831310844,0.002707008542757169,0.006031985652260929,0.5072657988882804,0.5013226434223252,0.0
12,0.002701874799368425,0.001,0.5237471176655994,0.01290069286618778,0.5149767429858007,0.0027070324054565362,0.006890011418839159,0.5072657988882804,0.5015440550965471,0.0
13,0.0027019394909565016,0.001,0.5233434526080634,0.01290069286618778,0.5150348048797796,0.002705837970396537,0.006890011418839159,0.5072657988882804,0.5014857888664888,0.0
14,0.00270233374257569,0.001,0.5227241308759532,0.013240766853016117,0.5196991103627578,0.0027065232713458127,0.008431877270058785,0.5072657988882804,0.50100800578001,0.0
15,0.002702400138326028,0.001,0.522815370238273,0.013240766853016117,0.5164024850490623,0.0027078578517465697,0.008431877270058785,0.5072657988882804,0.5031055900621118,0.0
16,0.002703145106406744,0.001,0.5219389193941706,0.013240766853016117,0.5183314301934752,0.0027066953233424304,0.008431877270058785,0.5072657988882804,0.5000407863610409,0.0
17,0.0027047337424189978,0.001,0.5197491746984954,0.013240766853016117,0.5113381976297845,0.0027096085975935303,0.008431877270058785,0.5072657988882804,0.4955426334005337,0.0
18,0.0027031973097039245,0.001,0.5223370547933843,0.013240766853016117,0.517389537246705,0.002708498475071821,0.008431877270058785,0.5072657988882804,0.5020684511670725,0.0
19,0.0027029938351030036,0.001,0.5219057414442362,0.013240766853016117,0.5167573077344894,0.002708935468516658,0.008431877270058785,0.5072657988882804,0.5033736147203803,0.0
20,0.0027029546158050723,0.001,0.522198813335324,0.013240766853016117,0.5184282000167735,0.002706867166539948,0.008431877270058785,0.5072657988882804,0.5031522030461585,0.0
21,0.0027033984608367365,0.001,0.5207666318298192,0.013240766853016117,0.5182153064055172,0.0027078515931569683,0.008928629029656743,0.5072657988882804,0.5035950263946022,0.0
22,0.002702241067855555,0.001,0.522964671012978,0.013384537969398869,0.5184798105891992,0.002708179777276273,0.008928629029656743,0.5072657988882804,0.503711558854719,0.0
23,0.0027021861185516287,0.001,0.5233600415830306,0.013431540065139358,0.5180217667589205,0.0027079977159968262,0.008928629029656743,0.5072657988882804,0.5029074848799133,0.0
24,0.0027016487227407853,0.001,0.5244493842725458,0.014418584075689966,0.5185378724831782,0.0027081674673580555,0.008928629029656743,0.5072657988882804,0.5058324496288441,0.0
