epoch,loss,lr,train_accuracy,acc_train_max_diff,validation_accuracy,validation_loss,acc_val_max_diff,test_random,test_accuarcy,test_loss,acc_test_max_dif
1,0.0027058261381142975,0.001,0.5157152889522957,0.005734255680341582,0.525066609895037,0.0026994794694642763,0.014960614681917561,0.5072657988882804,0.5098994324869193,0.0027165891056928305,0.002633633598638885
1,0.0027058261381142975,0.001,0.5157152889522957,0.005734255680341582,0.525066609895037,0.0026994794694642763,0.014960614681917561,0.5072657988882804,0.5098994324869193,0.0027165891056928305,0.002633633598638885
2,0.0026633057354988198,0.001,0.5614206798161941,0.05120187123637632,0.5608004799783236,0.002666656078271266,0.05124929841878112,0.5072657988882804,0.5494272429585261,0.0027097701504037322,0.04216144407024569
2,0.0026633057354988198,0.001,0.5614206798161941,0.05120187123637632,0.5608004799783236,0.002666656078271266,0.05124929841878112,0.5072657988882804,0.5494272429585261,0.0027097701504037322,0.04216144407024569
3,0.0026354714372374094,0.001,0.5799256813921467,0.07011883235734861,0.5499751624120202,0.002686095886278089,0.05124929841878112,0.5072657988882804,0.5455583652826494,0.0027199616531571533,0.04216144407024569
4,0.00263175855250192,0.001,0.5810205537399844,0.07095104593487167,0.5672259962453309,0.002657918603258125,0.0573264433219145,0.5072657988882804,0.5527600713178656,0.00270234910158733,0.04549427242958526
4,0.00263175855250192,0.001,0.5810205537399844,0.07095104593487167,0.5672259962453309,0.002657918603258125,0.0573264433219145,0.5072657988882804,0.5527600713178656,0.00270234910158733,0.04549427242958526
5,0.0026299323787487127,0.001,0.5809016660860525,0.07096763490983893,0.5605746837239608,0.0026700139623277485,0.0573264433219145,0.5072657988882804,0.5484716767855686,0.0026953609162834588,0.04549427242958526
5,0.0026299323787487127,0.001,0.5809016660860525,0.07096763490983893,0.5605746837239608,0.0026700139623277485,0.0573264433219145,0.5072657988882804,0.5484716767855686,0.0026953609162834588,0.04549427242958526
6,0.002619103629358115,0.001,0.5899177739807457,0.08037358371626213,0.5606262942963867,0.002662488273656733,0.0573264433219145,0.5072657988882804,0.5532145479123209,0.0027003014598059962,0.04594874902404056
7,0.002613918994514212,0.001,0.5884385903795004,0.08037358371626213,0.5652905997793648,0.0026634896533763797,0.0573264433219145,0.5072657988882804,0.5560346334471467,0.0026903185073234677,0.04876883455886627
7,0.002613918994514212,0.001,0.5884385903795004,0.08037358371626213,0.5652905997793648,0.0026634896533763797,0.0573264433219145,0.5072657988882804,0.5560346334471467,0.0026903185073234677,0.04876883455886627
8,0.0026075978144554,0.001,0.5922789380844158,0.08279280923231758,0.5573619255904572,0.0026693202044381246,0.0573264433219145,0.5072657988882804,0.5545430179576522,0.0027144202457009916,0.04876883455886627
9,0.002608807816792732,0.001,0.5896357614063027,0.08279280923231758,0.5675098543936725,0.0026545054376211088,0.0573264433219145,0.5072657988882804,0.5557199958048314,0.0026885687564470752,0.04876883455886627
9,0.002608807816792732,0.001,0.5896357614063027,0.08279280923231758,0.5675098543936725,0.0026545054376211088,0.0573264433219145,0.5072657988882804,0.5557199958048314,0.0026885687564470752,0.04876883455886627
10,0.0025957213753250337,0.001,0.595353428111677,0.0851318547026979,0.5791544897972349,0.0026292665524213156,0.06960975955924564,0.5072657988882804,0.5647978744479275,0.002678993123323904,0.05753207555964712
10,0.0025957213753250337,0.001,0.595353428111677,0.0851318547026979,0.5791544897972349,0.0026292665524213156,0.06960975955924564,0.5072657988882804,0.5647978744479275,0.002678993123323904,0.05753207555964712
11,0.002599332016422324,0.001,0.5938410665604972,0.0851318547026979,0.575522395762772,0.0026394645133080603,0.06960975955924564,0.5072657988882804,0.5597869786629065,0.0026703159923830637,0.05753207555964712
11,0.002599332016422324,0.001,0.5938410665604972,0.0851318547026979,0.575522395762772,0.0026394645133080603,0.06960975955924564,0.5072657988882804,0.5597869786629065,0.0026703159923830637,0.05753207555964712
12,0.0025952341771536204,0.001,0.5982426745851374,0.08739624978572569,0.5733934596502094,0.0026403361695691054,0.06960975955924564,0.5072657988882804,0.5632246862363511,0.002670881595056791,0.05753207555964712
13,0.002584602517729343,0.001,0.5983532677515856,0.08776950172248854,0.5812898772313508,0.002625377802805226,0.07259027011683339,0.5072657988882804,0.567373241816508,0.0026739083577181485,0.06010744292822756
14,0.0025884047078348544,0.001,0.5974795817366445,0.08799621771370747,0.5855864573857955,0.002616540781571382,0.07431922429309645,0.5072657988882804,0.5685502196636874,0.002674334589655673,0.06128442077540697
15,0.0025764645317010644,0.001,0.6026719309013896,0.09258583412130961,0.58856051662183,0.002608241568563357,0.07869967162773295,0.5072657988882804,0.5660913847552236,0.0026808278875536658,0.06128442077540697
16,0.002570401288160978,0.001,0.6040156378737358,0.09473687120872798,0.5921603540485268,0.0026027317692573684,0.08041572316088952,0.5072657988882804,0.5657301341288616,0.0026751039013247985,0.06128442077540697
17,0.0025683530819725665,0.001,0.6064929248021764,0.0962160548099732,0.5944247679137071,0.002592032673803325,0.08500906410678233,0.5072657988882804,0.5710207078181627,0.0026708993077348983,0.06375490892988234
18,0.0025551439713918387,0.001,0.608190529907157,0.09887858529221483,0.6000374176650087,0.0025870878098791716,0.08837020263601003,0.5072657988882804,0.5713586519525014,0.0026664635380306877,0.06409285306422097
18,0.0025551439713918387,0.001,0.608190529907157,0.09887858529221483,0.6000374176650087,0.0025870878098791716,0.08837020263601003,0.5072657988882804,0.5713586519525014,0.0026664635380306877,0.06409285306422097
19,0.0025618439107830257,0.001,0.6094844699546015,0.09922971859568797,0.5995148606191979,0.0025843451681368847,0.09004754623984734,0.5072657988882804,0.5685269131716639,0.0026649786146481186,0.06409285306422097
19,0.0025618439107830257,0.001,0.6094844699546015,0.09922971859568797,0.5995148606191979,0.0025843451681368847,0.09004754623984734,0.5072657988882804,0.5685269131716639,0.0026649786146481186,0.06409285306422097
20,0.0025548451298701464,0.001,0.6092909319133171,0.09959191121580602,0.6034050075157896,0.0025749096233212117,0.09264097750424172,0.5072657988882804,0.5710323610641744,0.002661235038984082,0.06409285306422097
20,0.0025548451298701464,0.001,0.6092909319133171,0.09959191121580602,0.6034050075157896,0.0025749096233212117,0.09264097750424172,0.5072657988882804,0.5710323610641744,0.002661235038984082,0.06409285306422097
21,0.002545569509733028,0.001,0.6137727199836323,0.1034405534082049,0.6088563742282607,0.0025626688304872134,0.09956969685240025,0.5072657988882804,0.5700651416452053,0.002668333431375057,0.06409285306422097
22,0.00253270821725257,0.001,0.6159928778000807,0.10641274475650153,0.606727438115698,0.0025650290820565178,0.09956969685240025,0.5072657988882804,0.5686434456317807,0.0026746421898532274,0.06409285306422097
23,0.0025292690650428645,0.001,0.617444413109714,0.10751591159182272,0.6145012805873283,0.002545108909032663,0.10427271026469775,0.5072657988882804,0.5751809166443312,0.0026630847514333466,0.06791511775605086
24,0.0025285571337485824,0.001,0.6186360544781938,0.10860525428133794,0.6154496248556517,0.002539484572653452,0.1054597534304903,0.5072657988882804,0.5723142181254588,0.002671919372469531,0.06791511775605086
25,0.002524542907114077,0.001,0.6193383210851402,0.10861631359798285,0.6140238827923901,0.0025486758486699328,0.10564684175553363,0.5072657988882804,0.5679092911330451,0.0026695507603741423,0.06791511775605086
26,0.002525292718898224,0.001,0.6195069756639737,0.10981348462478502,0.613759378608708,0.0025461511322403723,0.10564684175553363,0.5072657988882804,0.5695873585587266,0.0026744988874039767,0.06791511775605086
27,0.0025121352190882857,0.001,0.6239113485177751,0.11328334522209871,0.616604411413678,0.0025404565001641193,0.10800802544401222,0.5072657988882804,0.56975050400289,0.0026947650865470326,0.06791511775605086
28,0.0025119404636726505,0.001,0.6231482556692822,0.11328334522209871,0.6206622926706535,0.002525477280407238,0.11079499635500323,0.5072657988882804,0.5707643364059058,0.002675662559859105,0.06791511775605086
29,0.0025061354244046634,0.001,0.6252135830527031,0.11530167050977913,0.6219009464088718,0.0025198626087731147,0.11163366815692188,0.5072657988882804,0.5710673208022095,0.0026974891720740195,0.06791511775605086
30,0.002514552357949032,0.001,0.623856051934551,0.11530167050977913,0.6164689336610605,0.002530065076913362,0.11163366815692188,0.5072657988882804,0.5687017118618392,0.002674204310723716,0.06791511775605086
31,0.002510311180317008,0.001,0.6237592829139087,0.11530167050977913,0.6247266252491823,0.0025126743050325794,0.11593024831136656,0.5072657988882804,0.571230466246373,0.0026728672327405232,0.06791511775605086
32,0.002504398258563507,0.001,0.6264577561752459,0.1161670620372367,0.6272813485842574,0.0025073885212053356,0.1178979013850987,0.5072657988882804,0.5692960274084347,0.0026846190445513115,0.06791511775605086
33,0.002494209038043392,0.001,0.6287608588665307,0.11840380882865253,0.6328230337984736,0.0024893093061987637,0.12359441831659213,0.5072657988882804,0.568923123536061,0.0026785122460969897,0.06791511775605086
34,0.002499732331506803,0.001,0.627665986518693,0.11840380882865253,0.6275329501248331,0.0025138058148499592,0.12359441831659213,0.5072657988882804,0.5690280027501661,0.002665087641978202,0.06791511775605086
35,0.002494192081703051,0.001,0.6283323103465437,0.11840380882865253,0.6287199932906256,0.002507593157589699,0.12359441831659213,0.5072657988882804,0.5712770792304196,0.002683369086605645,0.06791511775605086
36,0.002486446221046254,0.001,0.6315865142692833,0.1216911907013265,0.6326230428303238,0.0024875713463165883,0.12359441831659213,0.5072657988882804,0.5718247817929685,0.0026768533901680228,0.06791511775605086
37,0.002481000388810914,0.001,0.6337099030650896,0.12376204774306987,0.6348810053739509,0.0024848417456738983,0.12469759430219285,0.5072657988882804,0.570076794891217,0.002675630376837756,0.06791511775605086
38,0.0024798908278955067,0.001,0.6338868521314068,0.12376204774306987,0.6341907139677563,0.0024853520341398677,0.12481371809015074,0.5072657988882804,0.5746215608357708,0.002676765786176594,0.06791511775605086
39,0.002477645538785832,0.001,0.6345255276676454,0.12515275681115656,0.6405259117330185,0.0024724909501294555,0.12900062577819071,0.5072657988882804,0.5784671320196241,0.002667438570741809,0.07120133313134369
40,0.0024816155574803123,0.001,0.6330546385538838,0.12515275681115656,0.63872599301967,0.0024935710446449284,0.12900062577819071,0.5072657988882804,0.5749711582161211,0.0026512444311044413,0.07120133313134369
40,0.0024816155574803123,0.001,0.6330546385538838,0.12515275681115656,0.63872599301967,0.0024935710446449284,0.12900062577819071,0.5072657988882804,0.5749711582161211,0.0026512444311044413,0.07120133313134369
41,0.0024696761401115444,0.001,0.6379317971942514,0.12660152729162866,0.6391969394930551,0.002479381487895834,0.13223918919790711,0.5072657988882804,0.5731066388542528,0.002672024767453818,0.07120133313134369
42,0.002480020084095834,0.001,0.6353798598784581,0.12660152729162866,0.6393066119594599,0.0024756601455538383,0.13223918919790711,0.5072657988882804,0.5726405090137858,0.0026806691663018205,0.07120133313134369
43,0.0024699532128184317,0.001,0.6377852612487075,0.1274005629192173,0.639984000722548,0.00248001699025973,0.13223918919790711,0.5072657988882804,0.5721627259273071,0.00267604378321545,0.07120133313134369
44,0.002468681492525155,0.001,0.6385925913637797,0.12933594333206155,0.6438547936544802,0.002453033418232168,0.13223918919790711,0.5072657988882804,0.575227529628378,0.002689853243383673,0.07120133313134369
45,0.0024578719014878695,0.001,0.6414265412540159,0.1318436433812754,0.6449708722831872,0.002457013325574726,0.1339358867664041,0.5072657988882804,0.5799704007551303,0.0026576260264682514,0.0727046018668499
46,0.002455575522447249,0.001,0.6418219118240683,0.1327062700795717,0.6478546130174766,0.0024506529281467715,0.1357293541581993,0.5072657988882804,0.5778145502429701,0.0026611678431915464,0.0727046018668499
47,0.002449739296976922,0.001,0.6419352698196779,0.1327062700795717,0.6462030746998523,0.0024501974367551367,0.13747766229912195,0.5072657988882804,0.5780476151632037,0.002681194460668583,0.0727046018668499
48,0.0024587960755129666,0.001,0.6414265412540159,0.1327062700795717,0.6530027676169463,0.002450057594038489,0.14149683562677817,0.5072657988882804,0.5794110449465699,0.002653027431541426,0.0727046018668499
49,0.002441963386885145,0.001,0.6461433398030336,0.13591623673573217,0.6512996187268962,0.0024355671475961038,0.14176779113201343,0.5072657988882804,0.5764977334436507,0.0026836532083535157,0.0727046018668499
50,0.0024490781547360833,0.001,0.6441028958820635,0.13591623673573217,0.6559445702452147,0.0024419862715974803,0.14543214177424246,0.5072657988882804,0.578327293067484,0.0026642454194498585,0.0727046018668499
51,0.0024404506619823793,0.001,0.6470916762053273,0.1373014161454964,0.6515189636597057,0.0024324957995444972,0.14543214177424246,0.5072657988882804,0.5782806800834372,0.0026841758032056136,0.0727046018668499
52,0.002429714814813705,0.001,0.6504343546612255,0.14043396758514293,0.6594476378486133,0.0024159426794724157,0.14938680188636644,0.5072657988882804,0.5766026126577558,0.002698667499632688,0.0727046018668499
53,0.002434969158891991,0.001,0.6482335506489054,0.14043396758514293,0.6573638609869231,0.0024194816457982,0.14938680188636644,0.5072657988882804,0.5785487047417058,0.002685923791565999,0.0727046018668499
54,0.002430038359231137,0.001,0.6513743965760356,0.14047820485172224,0.6586605766191205,0.0024088755736117557,0.15068996884011698,0.5072657988882804,0.5812988708004615,0.0026862267126742598,0.07403307191218111
55,0.0024272228924646175,0.001,0.6498869184873066,0.14047820485172224,0.6642538724057623,0.0023982667889596537,0.15325759481829848,0.5072657988882804,0.5772202346963746,0.0026801716160207724,0.07403307191218111
56,0.0024167074350380405,0.001,0.653351249426298,0.14245505770198463,0.6593315140606554,0.002410579346582705,0.15325759481829848,0.5072657988882804,0.5763928542295457,0.0026957568642021028,0.07403307191218111
57,0.002424432638227509,0.001,0.6521181356204,0.14245505770198463,0.6633829439960776,0.0023946853229805695,0.15352209900198055,0.5072657988882804,0.5792595527484181,0.002674359204797946,0.07403307191218111
58,0.0024156975516296405,0.001,0.6540645753498892,0.14468074517675555,0.6645699871618701,0.002403819511477338,0.15352209900198055,0.5072657988882804,0.5769755165301295,0.0026898220560536324,0.07403307191218111
59,0.0024138307242707715,0.001,0.6549354965356691,0.14483281078062182,0.6639119523634417,0.0023909747943555047,0.15408981529866395,0.5072657988882804,0.5761830958013354,0.0026996857697266377,0.07403307191218111
60,0.002416745929477863,0.001,0.6554552844179758,0.1455710201666639,0.6690407529982517,0.0023854727513785193,0.15870896153076963,0.5072657988882804,0.577639751552795,0.0026695466175064675,0.07403307191218111
