epoch,loss,lr,train_accuracy,acc_train_max_diff,validation_accuracy,validation_loss,acc_val_max_diff,test_random,test_accuarcy,test_loss,acc_test_max_dif
1,0.002705884863548675,0.001,0.5133794150395286,0.003217533745036305,0.5102879318652411,0.002704830527682843,2.604539712725007e-05,0.5073407557827416,0.4927759493966342,0.0027146768528765763,0.0
1,0.002705884863548675,0.001,0.5133794150395286,0.003217533745036305,0.5102879318652411,0.002704830527682843,2.604539712725007e-05,0.5073407557827416,0.4927759493966342,0.0027146768528765763,0.0
2,0.002703207788015811,0.001,0.5214162729629496,0.011589260748599894,0.5110432483819297,0.002707642924748511,2.604539712725007e-05,0.5073407557827416,0.4926592442172584,0.0027160407012799394,0.0
3,0.0027025265425325642,0.001,0.5224962257464092,0.011873899466720905,0.5097474898748519,0.002704745236974925,0.0005599760382346551,0.5073407557827416,0.493347804775576,0.002717574893784112,0.0
4,0.002700071838769393,0.001,0.5244886967732574,0.014862606006993184,0.529939183997708,0.0026996261287461137,0.01842711846748879,0.5073407557827416,0.5137478701304764,0.002715001035476213,0.006407114347734777
5,0.0026932105380146057,0.001,0.5365690988393996,0.025812824927654358,0.5382411543320007,0.0026925683916519372,0.02936618526090984,0.5073407557827416,0.5194314123660808,0.0027128700925598058,0.012090656583339188
5,0.0026932105380146057,0.001,0.5365690988393996,0.025812824927654358,0.5382411543320007,0.0026925683916519372,0.02936618526090984,0.5073407557827416,0.5194314123660808,0.0027128700925598058,0.012090656583339188
6,0.0026844626058521843,0.001,0.5458617158133552,0.035339850257709686,0.5438344033650653,0.002686602898476392,0.03441248095430327,0.5073407557827416,0.5186844992180752,0.0027119808643830245,0.012090656583339188
6,0.0026844626058521843,0.001,0.5458617158133552,0.035339850257709686,0.5438344033650653,0.002686602898476392,0.03441248095430327,0.5073407557827416,0.5186844992180752,0.0027119808643830245,0.012090656583339188
7,0.002677374231225827,0.001,0.5487694956592596,0.038325766222314095,0.5510033989243251,0.0026816445618794518,0.041399158733672836,0.5073407557827416,0.5213803888616577,0.002719830905172701,0.014039633078916092
8,0.0026750294688569305,0.001,0.5520233068879781,0.04194514286352136,0.5595918686270169,0.002670059645580652,0.04913464168044901,0.5073407557827416,0.5247998506173704,0.002716803652002061,0.01745909483462882
9,0.002670882388485039,0.001,0.5559245316716386,0.04624541996768517,0.5495839247808931,0.002679144641517821,0.04913464168044901,0.5073407557827416,0.5237845155568004,0.0027174618073160643,0.01745909483462882
10,0.002667039455238609,0.001,0.5606740914583269,0.050487094982824006,0.5532498144265454,0.0026773647688464377,0.04913464168044901,0.5073407557827416,0.5259785729290666,0.0027196441932020943,0.018637817146324957
11,0.0026582242716007057,0.001,0.5672235725507815,0.05712866507231772,0.5516284884553777,0.0026761162444662147,0.04913464168044901,0.5073407557827416,0.5241579721308032,0.0027241078385941034,0.018637817146324957
12,0.002656347574494587,0.001,0.5668998657733104,0.05712866507231772,0.5536014272877625,0.002675477769422073,0.04913464168044901,0.5073407557827416,0.5214970940410335,0.002725447909414575,0.018637817146324957
13,0.002646543602511904,0.001,0.5718029072217308,0.0618754342833383,0.5516154657568141,0.002682290910831532,0.04913464168044901,0.5073407557827416,0.5281609597833952,0.0027339711016311787,0.02082020400065354
14,0.0026430047573433343,0.001,0.5748083572160101,0.06449020368411795,0.5569612835171704,0.002674072307127574,0.04913464168044901,0.5073407557827416,0.5199682561912098,0.002745145987532785,0.02082020400065354
15,0.002642518110216241,0.001,0.574445582379189,0.06449020368411795,0.5568180338329709,0.002671822504044125,0.04913464168044901,0.5073407557827416,0.5238778797003011,0.0027417215690101267,0.02082020400065354
16,0.002633262410680877,0.001,0.5764799120410551,0.06702683696619782,0.5595658232298897,0.0026663128848335997,0.04913464168044901,0.5073407557827416,0.516747193240436,0.0027592852824715325,0.02082020400065354
17,0.002630946100523439,0.001,0.580275094949337,0.07044250158365163,0.5716313534490617,0.002652700089885468,0.0606011277656956,0.5073407557827416,0.5238662091823635,0.002773867195077663,0.02082020400065354
